component	msgctxt	msgid	draft_msgstr	hard_terms
postgres		"duplicate key value violates unique constraint ""%s"""	"[REVIEW: constraint; untranslated] duplicate key value violates unique constraint ""%s"""	constraint
postgres		This may be because of a non-immutable index expression.	[REVIEW: untranslated] This may be because of a non-immutable index expression.	
postgres		"index ""%s"" is not a btree"	"[REVIEW: untranslated] index ""%s"" is not a btree"	
postgres		"version mismatch in index ""%s"": file version %d, current version %d, minimal supported version %d"	"[REVIEW: sentence] version mismatch in index ""%s"": फाइल version %d, current version %d, minimal supported version %d"	
postgres		"index ""%s"" contains a half-dead internal page"	"[REVIEW: untranslated] index ""%s"" contains a half-dead internal page"	
postgres		This can be caused by an interrupted VACUUM in version 9.3 or older, before upgrade. Please REINDEX it.	[REVIEW: untranslated] This can be caused by an interrupted VACUUM in version 9.3 or older, before upgrade. Please REINDEX it.	
postgres		"index row size %zu exceeds btree version %u maximum %zu for index ""%s"""	"[REVIEW: untranslated] index row size %zu exceeds btree version %u maximum %zu for index ""%s"""	
postgres		"Index row references tuple (%u,%u) in relation ""%s""."	"[REVIEW: relation, tuple; untranslated] Index row references tuple (%u,%u) in relation ""%s""."	relation, tuple
postgres		Values larger than 1/3 of a buffer page cannot be indexed.\nConsider a function index of an MD5 hash of the value, or use full text indexing.	[REVIEW: buffer] Values larger than 1/3 of a buffer page गर्न सकिँदैन be indexed.\n[REVIEW: untranslated] Consider a function index of an MD5 hash of the value, or use full text indexing.	buffer
postgres		"operator family ""%s"" of access method %s is missing support function for types %s and %s"	"[REVIEW: operator family, access method; sentence] operator family ""%s"" of access method %s is हराइरहेको support function for types %s and %s"	operator family, access method
postgres		"cannot open relation ""%s"""	"[REVIEW: relation] गर्न सकिँदैन open relation ""%s"""	relation
postgres		compress method must be defined when leaf type is different from input type	[REVIEW: untranslated] compress method must be defined when leaf type is different from input type	
postgres		SP-GiST inner tuple size %zu exceeds maximum %zu	[REVIEW: tuple; untranslated] SP-GiST inner tuple size %zu exceeds maximum %zu	tuple
postgres		SP-GiST leaf data type %s does not match declared type %s	[REVIEW: untranslated] SP-GiST leaf data type %s does not match declared type %s	
postgres		"operator family ""%s"" of access method %s is missing support function %d for type %s"	"[REVIEW: operator family, access method; sentence] operator family ""%s"" of access method %s is हराइरहेको support function %d for type %s"	operator family, access method
postgres		"tid (%u, %u) is not valid for relation ""%s"""	"[REVIEW: relation; untranslated] tid (%u, %u) is not valid for relation ""%s"""	relation
postgres		"""%s"" is too long (maximum %d characters)."	"[REVIEW: untranslated] ""%s"" is too long (maximum %d characters)."	
postgres		"table access method ""%s"" does not exist"	"[REVIEW: access method] table access method ""%s"" अवस्थित छैन"	access method
postgres		"Table access method ""%s"" does not exist."	"[REVIEW: access method] Table access method ""%s"" अवस्थित छैन."	access method
postgres		sample percentage must be between 0 and 100	[REVIEW: untranslated] sample percentage must be between 0 and 100	
postgres		cannot retrieve commit timestamp for transaction %u	[REVIEW: transaction] गर्न सकिँदैन retrieve commit timestamp for transaction %u	transaction
postgres		"Make sure the configuration parameter ""%s"" is set on the primary server."	"[REVIEW: primary; untranslated] Make sure the configuration parameter ""%s"" is set on the primary server."	primary
postgres		"Make sure the configuration parameter ""%s"" is set."	"[REVIEW: untranslated] Make sure the configuration parameter ""%s"" is set."	
postgres		"database is not accepting commands that assign new MultiXactIds to avoid wraparound data loss in database ""%s"""	"[REVIEW: OID; untranslated] database is not accepting commands that assign new MultiXactIds to avoid wraparound data loss in database ""%s"""	OID
postgres		Execute a database-wide VACUUM in that database.\nYou might also need to commit or roll back old prepared transactions, or drop stale replication slots.	[REVIEW: untranslated] Execute a database-wide VACUUM in that database.\n[REVIEW: transaction, replication, replica, slot; untranslated] You might also need to commit or roll back old prepared transactions, or drop stale replication slots.	transaction, replication, replica, slot
postgres		database is not accepting commands that assign new MultiXactIds to avoid wraparound data loss in database with OID %u	[REVIEW: OID; untranslated] database is not accepting commands that assign new MultiXactIds to avoid wraparound data loss in database with OID %u	OID
postgres		"database ""%s"" must be vacuumed before %u more MultiXactId is used"	"[REVIEW: untranslated] database ""%s"" must be vacuumed before %u more MultiXactId is used"	
postgres		database with OID %u must be vacuumed before %u more MultiXactId is used	[REVIEW: OID; untranslated] database with OID %u must be vacuumed before %u more MultiXactId is used	OID
postgres		"multixact ""members"" limit exceeded"	"[REVIEW: untranslated] multixact ""members"" limit exceeded"	
postgres		This command would create a multixact with %u members, but the remaining space is only enough for %u member.	[REVIEW: untranslated] This command would create a multixact with %u members, but the remaining space is only enough for %u member.	
postgres		"Execute a database-wide VACUUM in database with OID %u with reduced ""vacuum_multixact_freeze_min_age"" and ""vacuum_multixact_freeze_table_age"" settings."	"[REVIEW: freeze, OID; untranslated] Execute a database-wide VACUUM in database with OID %u with reduced ""vacuum_multixact_freeze_min_age"" and ""vacuum_multixact_freeze_table_age"" settings."	freeze, OID
postgres		database with OID %u must be vacuumed before %d more multixact member is used	[REVIEW: OID; untranslated] database with OID %u must be vacuumed before %d more multixact member is used	OID
postgres		"Execute a database-wide VACUUM in that database with reduced ""vacuum_multixact_freeze_min_age"" and ""vacuum_multixact_freeze_table_age"" settings."	"[REVIEW: freeze; untranslated] Execute a database-wide VACUUM in that database with reduced ""vacuum_multixact_freeze_min_age"" and ""vacuum_multixact_freeze_table_age"" settings."	freeze
postgres		MultiXactId %u does no longer exist -- apparent wraparound	[REVIEW: untranslated] MultiXactId %u does no longer exist -- apparent wraparound	
postgres		MultiXactId %u has not been created yet -- apparent wraparound	[REVIEW: untranslated] MultiXactId %u has not been created yet -- apparent wraparound	
postgres		To avoid MultiXactId assignment failures, execute a database-wide VACUUM in that database.\nYou might also need to commit or roll back old prepared transactions, or drop stale replication slots.	[REVIEW: OID; untranslated] To avoid MultiXactId assignment failures, execute a database-wide VACUUM in that database.\n[REVIEW: transaction, replication, replica, slot; untranslated] You might also need to commit or roll back old prepared transactions, or drop stale replication slots.	transaction, replication, replica, slot, OID
postgres		MultiXact member wraparound protections are disabled because oldest checkpointed MultiXact %u does not exist on disk	[REVIEW: checkpoint; sentence] MultiXact member wraparound protections are disabled because oldest checkpointed MultiXact %u अवस्थित छैन on disk	checkpoint
postgres		MultiXact member wraparound protections are now enabled	[REVIEW: untranslated] MultiXact member wraparound protections are now enabled	
postgres		cannot truncate up to MultiXact %u because it does not exist on disk, skipping truncation	[REVIEW: sentence] गर्न सकिँदैन truncate up to MultiXact %u because it अवस्थित छैन on disk, skipping truncation	
postgres		postmaster exited during a parallel transaction	[REVIEW: transaction; untranslated] postmaster exited during a parallel transaction	transaction
postgres		lost connection to parallel worker	[REVIEW: untranslated] lost connection to parallel worker	
postgres		resource manager with ID %d not registered	[REVIEW: untranslated] resource manager with ID %d not registered	
postgres		"Include the extension module that implements this resource manager in ""shared_preload_libraries""."	"[REVIEW: extension; untranslated] Include the extension module that implements this resource manager in ""shared_preload_libraries""."	extension
postgres		custom resource manager ID %d is out of range	[REVIEW: untranslated] custom resource manager ID %d is out of range	
postgres		Provide a custom resource manager ID between %d and %d.	[REVIEW: untranslated] Provide a custom resource manager ID between %d and %d.	
postgres		"Custom resource manager must be registered while initializing modules in ""shared_preload_libraries""."	"[REVIEW: untranslated] Custom resource manager must be registered while initializing modules in ""shared_preload_libraries""."	
postgres		"Custom resource manager ""%s"" already registered with the same ID."	"[REVIEW: untranslated] Custom resource manager ""%s"" already registered with the same ID."	
postgres		"registered custom resource manager ""%s"" with ID %d"	"[REVIEW: untranslated] registered custom resource manager ""%s"" with ID %d"	
postgres		"""%s"" must be a multiple of %d."	"[REVIEW: untranslated] ""%s"" must be a multiple of %d."	
postgres		could not access status of transaction %u	[REVIEW: transaction] गर्न सकिएन access status of transaction %u	transaction
